"","Year","Award","Winner","Nominee"
"909","2003 ","Actor -- Leading Role","NO","Pirates of the Caribbean: The Curse of the Black Pearl "
"910","2003 ","Actor -- Leading Role","NO","House of Sand and Fog "
"911","2003 ","Actor -- Leading Role","NO","Cold Mountain "
"912","2003 ","Actor -- Leading Role","NO","Lost in Translation "
"913","2003 ","Actor -- Leading Role","YES","Mystic River "
"914","2003 ","Actor -- Supporting Role","NO","The Cooler "
"915","2003 ","Actor -- Supporting Role","NO","21 Grams "
"916","2003 ","Actor -- Supporting Role","NO","In America "
"917","2003 ","Actor -- Supporting Role","YES","Mystic River "
"918","2003 ","Actor -- Supporting Role","NO","The Last Samurai "
"919","2003 ","Actress -- Leading Role","NO","Whale Rider "
"920","2003 ","Actress -- Leading Role","NO","Something's Gotta Give "
"921","2003 ","Actress -- Leading Role","NO","In America "
"922","2003 ","Actress -- Leading Role","YES","Monster "
"923","2003 ","Actress -- Leading Role","NO","21 Grams "
"924","2003 ","Actress -- Supporting Role","NO","House of Sand and Fog "
"925","2003 ","Actress -- Supporting Role","NO","Pieces of April "
"926","2003 ","Actress -- Supporting Role","NO","Mystic River "
"927","2003 ","Actress -- Supporting Role","NO","Thirteen "
"928","2003 ","Actress -- Supporting Role","YES","Cold Mountain "
"932","2003 ","Art Direction","NO","1483"
"933","2003 ","Art Direction","NO","4116"
"934","2003 ","Art Direction","YES","4154"
"935","2003 ","Art Direction","NO","2463"
"936","2003 ","Art Direction","NO","3265"
"937","2003 ","Cinematography","NO","837"
"938","2003 ","Cinematography","NO","870"
"939","2003 ","Cinematography","NO","1483"
"940","2003 ","Cinematography","YES","2463"
"941","2003 ","Cinematography","NO","3265"
"942","2003 ","Costume Design","NO","1483"
"943","2003 ","Costume Design","NO","4116"
"944","2003 ","Costume Design","YES","4154"
"945","2003 ","Costume Design","NO","2463"
"946","2003 ","Costume Design","NO","3265"
"947","2003 ","Directing","NO","837"
"948","2003 ","Directing","YES","4154"
"949","2003 ","Directing","NO","2334"
"950","2003 ","Directing","NO","2463"
"951","2003 ","Directing","NO","2669"
"960","2003 ","Film Editing","NO","837"
"961","2003 ","Film Editing","NO","870"
"962","2003 ","Film Editing","YES","4154"
"963","2003 ","Film Editing","NO","2463"
"964","2003 ","Film Editing","NO","3265"
"970","2003 ","Makeup","YES","4154"
"971","2003 ","Makeup","NO","2463"
"972","2003 ","Makeup","NO","2936"
"973","2003 ","Music (Scoring)","NO","502"
"974","2003 ","Music (Scoring)","NO","870"
"975","2003 ","Music (Scoring)","NO","1298"
"976","2003 ","Music (Scoring)","NO","1723"
"977","2003 ","Music (Scoring)","YES","4154"
"978","2003 ","Music (Song)","NO","4517"
"979","2003 ","Music (Song)","YES","4154"
"980","2003 ","Music (Song)","NO","87"
"981","2003 ","Music (Song)","NO","870"
"982","2003 ","Music (Song)","NO","870"
"983","2003 ","Best Picture","YES","4154"
"984","2003 ","Best Picture","NO","2334"
"985","2003 ","Best Picture","NO","2463"
"986","2003 ","Best Picture","NO","2669"
"987","2003 ","Best Picture","NO","3265"
"998","2003 ","Sound","NO","4116"
"999","2003 ","Sound","YES","4154"
"1000","2003 ","Sound","NO","2463"
"1001","2003 ","Sound","NO","2936"
"1002","2003 ","Sound","NO","3265"
"1003","2003 ","Sound Editing","NO","1298"
"1004","2003 ","Sound Editing","YES","2463"
"1005","2003 ","Sound Editing","NO","2936"
"1006","2003 ","Visual Effects","YES","4154"
"1007","2003 ","Visual Effects","NO","2463"
"1008","2003 ","Visual Effects","NO","2936"
"1009","2003 ","Writing","NO","246"
"1010","2003 ","Writing","NO","837"
"1011","2003 ","Writing","YES","4154"
"1012","2003 ","Writing","NO","2669"
"1013","2003 ","Writing","NO","3265"
"1014","2003 ","Writing","NO","3709"
"1015","2003 ","Writing","NO","1069"
"1016","2003 ","Writing","NO","1298"
"1017","2003 ","Writing","NO","1794"
"1018","2003 ","Writing","YES","2334"
"1031","2002 ","Actor -- Leading Role","YES","The Pianist "
"1032","2002 ","Actor -- Leading Role","NO","Adaptation "
"1033","2002 ","Actor -- Leading Role","NO","The Quiet American "
"1034","2002 ","Actor -- Leading Role","NO","Gangs of New York "
"1035","2002 ","Actor -- Leading Role","NO","About Schmidt "
"1036","2002 ","Actor -- Supporting Role","YES","Adaptation "
"1037","2002 ","Actor -- Supporting Role","NO","The Hours "
"1038","2002 ","Actor -- Supporting Role","NO","Road to Perdition "
"1039","2002 ","Actor -- Supporting Role","NO","Chicago "
"1040","2002 ","Actor -- Supporting Role","NO","Catch Me If You Can "
"1041","2002 ","Actress -- Leading Role","NO","Frida "
"1042","2002 ","Actress -- Leading Role","YES","The Hours "
"1043","2002 ","Actress -- Leading Role","NO","Unfaithful "
"1044","2002 ","Actress -- Leading Role","NO","Far from Heaven "
"1045","2002 ","Actress -- Leading Role","NO","Chicago "
"1046","2002 ","Actress -- Supporting Role","NO","About Schmidt "
"1047","2002 ","Actress -- Supporting Role","NO","The Hours "
"1048","2002 ","Actress -- Supporting Role","NO","Chicago "
"1049","2002 ","Actress -- Supporting Role","NO","Adaptation "
"1050","2002 ","Actress -- Supporting Role","YES","Chicago "
"1056","2002 ","Art Direction","YES","791"
"1057","2002 ","Art Direction","NO","1389"
"1058","2002 ","Art Direction","NO","1417"
"1059","2002 ","Art Direction","NO","4155"
"1060","2002 ","Art Direction","NO","3114"
"1061","2002 ","Cinematography","NO","791"
"1062","2002 ","Cinematography","NO","1269"
"1063","2002 ","Cinematography","NO","1417"
"1064","2002 ","Cinematography","NO","4293"
"1065","2002 ","Cinematography","YES","3114"
"1066","2002 ","Costume Design","YES","791"
"1067","2002 ","Costume Design","NO","1389"
"1068","2002 ","Costume Design","NO","1417"
"1069","2002 ","Costume Design","NO","4049"
"1070","2002 ","Costume Design","NO","4293"
"1071","2002 ","Directing","NO","791"
"1072","2002 ","Directing","NO","1417"
"1073","2002 ","Directing","NO","4049"
"1074","2002 ","Directing","YES","4293"
"1075","2002 ","Directing","NO","3603"
"1085","2002 ","Film Editing","YES","791"
"1086","2002 ","Film Editing","NO","1417"
"1087","2002 ","Film Editing","NO","4049"
"1088","2002 ","Film Editing","NO","4155"
"1089","2002 ","Film Editing","NO","4293"
"1095","2002 ","Makeup","YES","1389"
"1096","2002 ","Makeup","NO","4504"
"1097","2002 ","Music (Scoring)","NO","742"
"1098","2002 ","Music (Scoring)","NO","1269"
"1099","2002 ","Music (Scoring)","YES","1389"
"1100","2002 ","Music (Scoring)","NO","4049"
"1101","2002 ","Music (Scoring)","NO","3114"
"1102","2002 ","Music (Song)","NO","1389"
"1103","2002 ","Music (Song)","NO","4567"
"1104","2002 ","Music (Song)","NO","1417"
"1105","2002 ","Music (Song)","NO","791"
"1106","2002 ","Music (Song)","YES","30"
"1107","2002 ","Best Picture","YES","791"
"1108","2002 ","Best Picture","NO","1417"
"1109","2002 ","Best Picture","NO","4049"
"1110","2002 ","Best Picture","NO","4155"
"1111","2002 ","Best Picture","NO","4293"
"1122","2002 ","Sound","YES","791"
"1123","2002 ","Sound","NO","1417"
"1124","2002 ","Sound","NO","4155"
"1125","2002 ","Sound","NO","3114"
"1126","2002 ","Sound","NO","3459"
"1127","2002 ","Sound Editing","YES","4155"
"1128","2002 ","Sound Editing","NO","2549"
"1129","2002 ","Sound Editing","NO","3114"
"1130","2002 ","Visual Effects","YES","4155"
"1131","2002 ","Visual Effects","NO","3459"
"1132","2002 ","Visual Effects","NO","3494"
"1133","2002 ","Writing","NO","141"
"1134","2002 ","Writing","NO","150"
"1135","2002 ","Writing","NO","791"
"1136","2002 ","Writing","NO","4049"
"1137","2002 ","Writing","YES","4293"
"1138","2002 ","Writing","NO","1269"
"1139","2002 ","Writing","NO","1417"
"1140","2002 ","Writing","NO","2640"
"1141","2002 ","Writing","YES","3603"
"1142","2002 ","Writing","NO","5963"
"1158","2001 ","Actor -- Leading Role","NO","A Beautiful Mind "
"1159","2001 ","Actor -- Leading Role","NO","I Am Sam "
"1160","2001 ","Actor -- Leading Role","NO","Ali "
"1161","2001 ","Actor -- Leading Role","YES","Training Day "
"1162","2001 ","Actor -- Leading Role","NO","In the Bedroom "
"1163","2001 ","Actor -- Supporting Role","YES","Iris "
"1164","2001 ","Actor -- Supporting Role","NO","Training Day "
"1165","2001 ","Actor -- Supporting Role","NO","Sexy Beast "
"1166","2001 ","Actor -- Supporting Role","NO","The Lord of the Rings: The Fellowship of the Ring "
"1167","2001 ","Actor -- Supporting Role","NO","Ali "
"1168","2001 ","Actress -- Leading Role","YES","Monster's Ball "
"1169","2001 ","Actress -- Leading Role","NO","Iris "
"1170","2001 ","Actress -- Leading Role","NO","Moulin Rouge "
"1171","2001 ","Actress -- Leading Role","NO","In the Bedroom "
"1172","2001 ","Actress -- Leading Role","NO","Bridget Jones's Diary "
"1173","2001 ","Actress -- Supporting Role","YES","A Beautiful Mind "
"1174","2001 ","Actress -- Supporting Role","NO","Gosford Park "
"1175","2001 ","Actress -- Supporting Role","NO","Gosford Park "
"1176","2001 ","Actress -- Supporting Role","NO","In the Bedroom "
"1177","2001 ","Actress -- Supporting Role","NO","Iris "
"1181","2001 ","Art Direction","NO","239"
"1182","2001 ","Art Direction","NO","1536"
"1183","2001 ","Art Direction","NO","1613"
"1184","2001 ","Art Direction","NO","4153"
"1185","2001 ","Art Direction","YES","2603"
"1186","2001 ","Cinematography","NO","239"
"1187","2001 ","Cinematography","NO","528"
"1188","2001 ","Cinematography","YES","4153"
"1189","2001 ","Cinematography","NO","4188"
"1190","2001 ","Cinematography","NO","2603"
"1191","2001 ","Costume Design","NO","3678"
"1192","2001 ","Costume Design","NO","1536"
"1193","2001 ","Costume Design","NO","1613"
"1194","2001 ","Costume Design","NO","4153"
"1195","2001 ","Costume Design","YES","2603"
"1196","2001 ","Directing","YES","33"
"1197","2001 ","Directing","NO","528"
"1198","2001 ","Directing","NO","1536"
"1199","2001 ","Directing","NO","4153"
"1200","2001 ","Directing","NO","2621"
"1209","2001 ","Film Editing","NO","33"
"1210","2001 ","Film Editing","YES","528"
"1211","2001 ","Film Editing","NO","4153"
"1212","2001 ","Film Editing","NO","2490"
"1213","2001 ","Film Editing","NO","2603"
"1219","2001 ","Makeup","NO","33"
"1220","2001 ","Makeup","YES","4153"
"1221","2001 ","Makeup","NO","2603"
"1222","2001 ","Music (Scoring)","NO","138"
"1223","2001 ","Music (Scoring)","NO","33"
"1224","2001 ","Music (Scoring)","NO","1613"
"1225","2001 ","Music (Scoring)","YES","4153"
"1226","2001 ","Music (Scoring)","NO","2579"
"1227","2001 ","Music (Song)","YES","2579"
"1228","2001 ","Music (Song)","NO","4153"
"1229","2001 ","Music (Song)","NO","2884"
"1230","2001 ","Music (Song)","NO","2081"
"1231","2001 ","Music (Song)","NO","5752"
"1232","2001 ","Best Picture","YES","33"
"1233","2001 ","Best Picture","NO","1536"
"1234","2001 ","Best Picture","NO","1802"
"1235","2001 ","Best Picture","NO","4153"
"1236","2001 ","Best Picture","NO","2603"
"1247","2001 ","Sound","NO","239"
"1248","2001 ","Sound","YES","528"
"1249","2001 ","Sound","NO","4153"
"1250","2001 ","Sound","NO","2603"
"1251","2001 ","Sound","NO","2884"
"1252","2001 ","Sound Editing","NO","2579"
"1253","2001 ","Sound Editing","YES","2884"
"1254","2001 ","Visual Effects","NO","138"
"1255","2001 ","Visual Effects","YES","4153"
"1256","2001 ","Visual Effects","NO","2884"
"1257","2001 ","Writing","YES","33"
"1258","2001 ","Writing","NO","1474"
"1259","2001 ","Writing","NO","1802"
"1260","2001 ","Writing","NO","4153"
"1261","2001 ","Writing","NO","3342"
"1262","2001 ","Writing","NO","239"
"1263","2001 ","Writing","YES","1536"
"1264","2001 ","Writing","NO","2490"
"1265","2001 ","Writing","NO","2577"
"1266","2001 ","Writing","NO","4383"
"1295","2000 ","Actor -- Leading Role","NO","Before Night Falls "
"1296","2000 ","Actor -- Leading Role","YES","Gladiator "
"1297","2000 ","Actor -- Leading Role","NO","Cast Away "
"1298","2000 ","Actor -- Leading Role","NO","Pollock "
"1299","2000 ","Actor -- Leading Role","NO","Quills "
"1300","2000 ","Actor -- Supporting Role","NO","The Contender "
"1301","2000 ","Actor -- Supporting Role","NO","Shadow of the Vampire "
"1302","2000 ","Actor -- Supporting Role","YES","Traffic "
"1303","2000 ","Actor -- Supporting Role","NO","Erin Brockovich "
"1304","2000 ","Actor -- Supporting Role","NO","Gladiator "
"1305","2000 ","Actress -- Leading Role","NO","The Contender "
"1306","2000 ","Actress -- Leading Role","NO","Chocolat "
"1307","2000 ","Actress -- Leading Role","NO","Requiem for a Dream "
"1308","2000 ","Actress -- Leading Role","NO","You Can Count on Me "
"1309","2000 ","Actress -- Leading Role","YES","Erin Brockovich "
"1310","2000 ","Actress -- Supporting Role","NO","Chocolat "
"1311","2000 ","Actress -- Supporting Role","YES","Pollock "
"1312","2000 ","Actress -- Supporting Role","NO","Almost Famous "
"1313","2000 ","Actress -- Supporting Role","NO","Almost Famous "
"1314","2000 ","Actress -- Supporting Role","NO","Billy Elliot "
"1315","2000 ","Art Direction","YES","927"
"1316","2000 ","Art Direction","NO","1124"
"1317","2000 ","Art Direction","NO","1489"
"1318","2000 ","Art Direction","NO","3007"
"1319","2000 ","Art Direction","NO","5753"
"1320","2000 ","Cinematography","YES","927"
"1321","2000 ","Cinematography","NO","1489"
"1322","2000 ","Cinematography","NO","2390"
"1323","2000 ","Cinematography","NO","2750"
"1324","2000 ","Cinematography","NO","4284"
"1325","2000 ","Costume Design","NO","927"
"1326","2000 ","Costume Design","NO","1124"
"1327","2000 ","Costume Design","YES","1489"
"1328","2000 ","Costume Design","NO","8"
"1329","2000 ","Costume Design","NO","3007"
"1330","2000 ","Directing","NO","507"
"1331","2000 ","Directing","NO","927"
"1332","2000 ","Directing","NO","1220"
"1333","2000 ","Directing","NO","1489"
"1334","2000 ","Directing","YES","5659"
"1345","2000 ","Film Editing","NO","226"
"1346","2000 ","Film Editing","NO","927"
"1347","2000 ","Film Editing","NO","1489"
"1348","2000 ","Film Editing","YES","5659"
"1349","2000 ","Film Editing","NO","5949"
"1355","2000 ","Makeup","NO","3791"
"1356","2000 ","Makeup","YES","1124"
"1357","2000 ","Makeup","NO","3309"
"1358","2000 ","Music (Scoring)","NO","813"
"1359","2000 ","Music (Scoring)","YES","927"
"1360","2000 ","Music (Scoring)","NO","1489"
"1361","2000 ","Music (Scoring)","NO","2390"
"1362","2000 ","Music (Scoring)","NO","4284"
"1363","2000 ","Music (Song)","NO","2481"
"1364","2000 ","Music (Song)","NO","950"
"1365","2000 ","Music (Song)","NO","927"
"1366","2000 ","Music (Song)","NO","3905"
"1367","2000 ","Music (Song)","YES","5949"
"1368","2000 ","Best Picture","NO","813"
"1369","2000 ","Best Picture","NO","927"
"1370","2000 ","Best Picture","NO","1220"
"1371","2000 ","Best Picture","YES","1489"
"1372","2000 ","Best Picture","NO","5659"
"1381","2000 ","Sound","NO","738"
"1382","2000 ","Sound","YES","1489"
"1383","2000 ","Sound","NO","4284"
"1384","2000 ","Sound","NO","4287"
"1385","2000 ","Sound","NO","5716"
"1386","2000 ","Sound Editing","NO","3446"
"1387","2000 ","Sound Editing","YES","5716"
"1388","2000 ","Visual Effects","YES","1489"
"1389","2000 ","Visual Effects","NO","1700"
"1390","2000 ","Visual Effects","NO","4287"
"1391","2000 ","Writing","NO","813"
"1392","2000 ","Writing","NO","927"
"1393","2000 ","Writing","NO","2750"
"1394","2000 ","Writing","YES","5659"
"1395","2000 ","Writing","NO","5949"
"1396","2000 ","Writing","YES","226"
"1397","2000 ","Writing","NO","507"
"1398","2000 ","Writing","NO","1220"
"1399","2000 ","Writing","NO","1489"
"1400","2000 ","Writing","NO","5980"
"1424","1999 ","Actor -- Leading Role","NO","The Insider "
"1425","1999 ","Actor -- Leading Role","NO","The Straight Story "
"1426","1999 ","Actor -- Leading Role","NO","Sweet and Lowdown "
"1427","1999 ","Actor -- Leading Role","YES","American Beauty "
"1428","1999 ","Actor -- Leading Role","NO","The Hurricane "
"1429","1999 ","Actor -- Supporting Role","YES","The Cider House Rules "
"1430","1999 ","Actor -- Supporting Role","NO","Magnolia "
"1431","1999 ","Actor -- Supporting Role","NO","The Green Mile "
"1432","1999 ","Actor -- Supporting Role","NO","The Talented Mr. Ripley "
"1433","1999 ","Actor -- Supporting Role","NO","The Sixth Sense "
"1434","1999 ","Actress -- Leading Role","NO","American Beauty "
"1435","1999 ","Actress -- Leading Role","NO","Tumbleweeds "
"1436","1999 ","Actress -- Leading Role","NO","The End of the Affair "
"1437","1999 ","Actress -- Leading Role","NO","Music of the Heart "
"1438","1999 ","Actress -- Leading Role","YES","Boys Don't Cry "
"1439","1999 ","Actress -- Supporting Role","NO","The Sixth Sense "
"1440","1999 ","Actress -- Supporting Role","YES","Girl, Interrupted "
"1441","1999 ","Actress -- Supporting Role","NO","Being John Malkovich "
"1442","1999 ","Actress -- Supporting Role","NO","Sweet and Lowdown "
"1443","1999 ","Actress -- Supporting Role","NO","Boys Don't Cry "
"1444","1999 ","Art Direction","NO","290"
"1445","1999 ","Art Direction","NO","3808"
"1446","1999 ","Art Direction","YES","3383"
"1447","1999 ","Art Direction","NO","4481"
"1448","1999 ","Art Direction","NO","5642"
"1449","1999 ","Cinematography","YES","241"
"1450","1999 ","Cinematography","NO","3910"
"1451","1999 ","Cinematography","NO","4073"
"1452","1999 ","Cinematography","NO","3383"
"1453","1999 ","Cinematography","NO","3398"
"1454","1999 ","Costume Design","NO","290"
"1455","1999 ","Costume Design","NO","3383"
"1456","1999 ","Costume Design","NO","4481"
"1457","1999 ","Costume Design","NO","4654"
"1458","1999 ","Costume Design","YES","5642"
"1459","1999 ","Directing","YES","241"
"1460","1999 ","Directing","NO","458"
"1461","1999 ","Directing","NO","3808"
